filename,plate.pos,arb.sort,sampID,sample.type,timepoint,date,time,extractplate,rnaprepplate,Unmapped,Multimapping,No Feature,Ambiguous Unstranded,Ambiguous Forward,plate_row,plate_col,Total Reads,Unmapped Over Mapped
B250508004_n01_LICRNA03_A09,A09,65,LIC433,plant,c1_t05,2/10/24,12:00,LICCIRC_01,LICRNA_03,668811.0,135349.0,51710.0,89572.0,10568.0,A,9,999244.0,0.669317003654763
B250508004_n01_LICRNA03_B09,B09,66,LIC434,plant,c1_t05,2/10/24,12:00,LICCIRC_01,LICRNA_03,3308775.0,1090222.0,388444.0,429312.0,61721.0,B,9,4984632.0,0.6637952410529002
B250508004_n01_LICRNA03_C09,C09,67,LIC435,plant,c1_t05,2/10/24,12:00,LICCIRC_01,LICRNA_03,4896083.0,1260889.0,632886.0,533842.0,82026.0,C,9,6276767.0,0.7800326187032273
B250508004_n01_LICRNA03_D09,D09,68,LIC436,plant,c1_t05,2/10/24,12:00,LICCIRC_01,LICRNA_03,14040012.0,3063834.0,1659191.0,1632183.0,235233.0,D,9,19089014.0,0.7355022108527973
B250508004_n01_LICRNA03_E09,E09,69,LIC437,plant,c1_t05,2/10/24,12:00,LICCIRC_01,LICRNA_03,3787534.0,905819.0,463461.0,484387.0,71423.0,E,9,5527206.0,0.6852529107834953
B250508004_n01_LICRNA03_F09,F09,70,LIC438,plant,c1_t05,2/10/24,12:00,LICCIRC_01,LICRNA_03,3822060.0,1105100.0,844423.0,826538.0,115522.0,F,9,10341989.0,0.36956720800998727
B250508004_n01_LICRNA03_G09,G09,71,LIC439,plant,c1_t05,2/10/24,12:00,LICCIRC_01,LICRNA_03,2021843.0,754969.0,254674.0,306779.0,40307.0,G,9,3523197.0,0.5738660086279592
B250508004_n01_LICRNA03_H09,H09,72,LIC440,plant,c1_t05,2/10/24,12:00,LICCIRC_01,LICRNA_03,4228242.0,1225936.0,493699.0,645602.0,93443.0,H,9,7715482.0,0.5480204606789311
B250508004_n01_LICRNA03_A10,A10,73,LIC445,plant,c1_t06,2/10/24,16:00,LICCIRC_01,LICRNA_03,1291857.0,967794.0,466390.0,805005.0,99690.0,A,10,11486889.0,0.11246360959873469
B250508004_n01_LICRNA03_B10,B10,74,LIC446,plant,c1_t06,2/10/24,16:00,LICCIRC_01,LICRNA_03,2892073.0,1199563.0,512462.0,657412.0,97916.0,B,10,8262573.0,0.35002087122255987
B250508004_n01_LICRNA03_C10,C10,75,LIC447,plant,c1_t06,2/10/24,16:00,LICCIRC_01,LICRNA_03,1213380.0,792809.0,239474.0,338001.0,47719.0,C,10,4271077.0,0.2840922793009819
B250508004_n01_LICRNA03_D10,D10,76,LIC448,plant,c1_t06,2/10/24,16:00,LICCIRC_01,LICRNA_03,493657.0,308089.0,110071.0,138937.0,19317.0,D,10,1827340.0,0.27015060142064423
B250508004_n01_LICRNA03_E10,E10,77,LIC449,plant,c1_t06,2/10/24,16:00,LICCIRC_01,LICRNA_03,6028880.0,1777322.0,1057900.0,1062965.0,155151.0,E,10,12524876.0,0.48135247007635046
B250508004_n01_LICRNA03_F10,F10,78,LIC450,plant,c1_t06,2/10/24,16:00,LICCIRC_01,LICRNA_03,1956913.0,958220.0,410502.0,488160.0,67189.0,F,10,6317980.0,0.30973713117167195
B250508004_n01_LICRNA03_G10,G10,79,LIC451,plant,c1_t06,2/10/24,16:00,LICCIRC_01,LICRNA_03,3530647.0,1086619.0,651291.0,786838.0,105108.0,G,10,9619746.0,0.36702081323145125
B250508004_n01_LICRNA03_H10,H10,80,LIC452,plant,c1_t06,2/10/24,16:00,LICCIRC_01,LICRNA_03,365095.0,119463.0,39090.0,55347.0,7763.0,H,10,643786.0,0.5671061501803394
B250508004_n01_LICRNA03_A11,A11,81,LIC457,plant,c1_t07,2/10/24,20:00,LICCIRC_01,LICRNA_03,2674528.0,1195327.0,376117.0,579197.0,78765.0,A,11,7080205.0,0.3777472544933374
B250508004_n01_LICRNA03_B11,B11,82,LIC458,plant,c1_t07,2/10/24,20:00,LICCIRC_01,LICRNA_03,2708899.0,1069439.0,279807.0,483063.0,64313.0,B,11,5975492.0,0.4533348885748655
B250508004_n01_LICRNA03_C11,C11,83,LIC459,plant,c1_t07,2/10/24,20:00,LICCIRC_01,LICRNA_03,9536959.0,2260575.0,1915565.0,1790958.0,262976.0,C,11,22087076.0,0.4317891150462832
B250508004_n01_LICRNA03_D11,D11,84,LIC460,plant,c1_t07,2/10/24,20:00,LICCIRC_01,LICRNA_03,4996759.0,1752775.0,1265822.0,1111332.0,160791.0,D,11,14457644.0,0.3456136421674237
B250508004_n01_LICRNA03_E11,E11,85,LIC461,plant,c1_t07,2/10/24,20:00,LICCIRC_01,LICRNA_03,874618.0,395921.0,149646.0,183627.0,28594.0,E,11,2408154.0,0.3631902278674869
B250508004_n01_LICRNA03_F11,F11,86,LIC462,plant,c1_t07,2/10/24,20:00,LICCIRC_01,LICRNA_03,1218515.0,409293.0,110644.0,167140.0,26438.0,F,11,2197530.0,0.5544929989579209
B250508004_n01_LICRNA03_G11,G11,87,LIC463,plant,c1_t07,2/10/24,20:00,LICCIRC_01,LICRNA_03,2261397.0,1279367.0,492243.0,529464.0,80590.0,G,11,6315886.0,0.35804905281697613
B250508004_n01_LICRNA03_H11,H11,88,LIC464,plant,c1_t07,2/10/24,20:00,LICCIRC_01,LICRNA_03,326959.0,298061.0,60346.0,110795.0,16078.0,H,11,1509679.0,0.21657517922684227
B250508004_n01_LICRNA03_A12,A12,89,LIC481,plant,c1_t08,2/11/24,0:00,LICCIRC_02,LICRNA_03,4882658.0,700908.0,534957.0,689468.0,92504.0,A,12,8111911.0,0.6019121758115936
B250508004_n01_LICRNA03_B12,B12,90,LIC482,plant,c1_t08,2/11/24,0:00,LICCIRC_02,LICRNA_03,1738754.0,320236.0,170745.0,163100.0,24401.0,B,12,1930400.0,0.9007221301284708
B250508004_n01_LICRNA03_C12,C12,91,LIC483,plant,c1_t08,2/11/24,0:00,LICCIRC_02,LICRNA_03,2559087.0,711143.0,281190.0,296043.0,45949.0,C,12,3624627.0,0.7060276822966888
B250508004_n01_LICRNA03_D12,D12,92,LIC484,plant,c1_t08,2/11/24,0:00,LICCIRC_02,LICRNA_03,3848474.0,940059.0,556045.0,541848.0,80678.0,D,12,6660622.0,0.577794986714454
B250508004_n01_LICRNA03_E12,E12,93,LIC485,plant,c1_t08,2/11/24,0:00,LICCIRC_02,LICRNA_03,3797441.0,727021.0,615860.0,564812.0,86698.0,E,12,6665972.0,0.5696755101881616
B250508004_n01_LICRNA03_F12,F12,94,LIC486,plant,c1_t08,2/11/24,0:00,LICCIRC_02,LICRNA_03,1281256.0,374542.0,107554.0,107737.0,17575.0,F,12,1278970.0,1.001787375778947
B250508004_n01_LICRNA03_G12,G12,95,LIC487,plant,c1_t08,2/11/24,0:00,LICCIRC_02,LICRNA_03,1583231.0,712078.0,280076.0,334284.0,51736.0,G,12,4191023.0,0.3777671943103152
B250508004_n01_LICRNA03_H12,H12,96,LIC488,plant,c1_t08,2/11/24,0:00,LICCIRC_02,LICRNA_03,2282102.0,976218.0,402777.0,438610.0,66241.0,H,12,5444101.0,0.41918803490236495
B2449500127_n01_LICRNA04_A01,A01,1,LIC481,plant,c1_t08,2/11/24,0:00,LICCIRC_02,LICRNA_04,3019405.0,847131.0,461120.0,793275.0,102600.0,A,1,9886830.0,0.3053966741614855
B2449500127_n01_LICRNA04_B01,B01,2,LIC482,plant,c1_t08,2/11/24,0:00,LICCIRC_02,LICRNA_04,1072750.0,259722.0,160573.0,189652.0,25978.0,B,1,2255690.0,0.47557510118854984
B2449500127_n01_LICRNA04_C01,C01,3,LIC483,plant,c1_t08,2/11/24,0:00,LICCIRC_02,LICRNA_04,940988.0,235974.0,106360.0,133514.0,20182.0,C,1,1639650.0,0.5738956484615619
B2449500127_n01_LICRNA04_D01,D01,4,LIC484,plant,c1_t08,2/11/24,0:00,LICCIRC_02,LICRNA_04,3392900.0,771303.0,465072.0,533462.0,78009.0,D,1,6495669.0,0.5223326496470186
B2449500127_n01_LICRNA04_E01,E01,5,LIC485,plant,c1_t08,2/11/24,0:00,LICCIRC_02,LICRNA_04,4400617.0,932789.0,697642.0,803663.0,111690.0,E,1,9470862.0,0.464647990858699
B2449500127_n01_LICRNA04_F01,F01,6,LIC486,plant,c1_t08,2/11/24,0:00,LICCIRC_02,LICRNA_04,1957244.0,413750.0,199434.0,228691.0,33274.0,F,1,2711281.0,0.7218890258885007
B2449500127_n01_LICRNA04_G01,G01,7,LIC487,plant,c1_t08,2/11/24,0:00,LICCIRC_02,LICRNA_04,2278525.0,641070.0,315615.0,393567.0,56578.0,G,1,4765351.0,0.478144212252151
B2449500127_n01_LICRNA04_H01,H01,8,LIC488,plant,c1_t08,2/11/24,0:00,LICCIRC_02,LICRNA_04,1173204.0,504350.0,211687.0,255142.0,37194.0,H,1,3093692.0,0.37922456404839266
B2449500127_n01_LICRNA04_A02,A02,9,LIC493,plant,c1_t09,2/11/24,4:00,LICCIRC_02,LICRNA_04,2396684.0,617134.0,283915.0,414655.0,55639.0,A,2,5297878.0,0.452385653274764
B2449500127_n01_LICRNA04_B02,B02,10,LIC494,plant,c1_t09,2/11/24,4:00,LICCIRC_02,LICRNA_04,1488351.0,402559.0,166857.0,242871.0,33195.0,B,2,2960052.0,0.5028124505920842
B2449500127_n01_LICRNA04_C02,C02,11,LIC495,plant,c1_t09,2/11/24,4:00,LICCIRC_02,LICRNA_04,1946353.0,487877.0,275118.0,314970.0,42578.0,C,2,3576868.0,0.544150077665712
B2449500127_n01_LICRNA04_D02,D02,12,LIC496,plant,c1_t09,2/11/24,4:00,LICCIRC_02,LICRNA_04,4215099.0,1177405.0,718962.0,773489.0,115501.0,D,2,9358698.0,0.4503937406677724
B2449500127_n01_LICRNA04_E02,E02,13,LIC497,plant,c1_t09,2/11/24,4:00,LICCIRC_02,LICRNA_04,3870097.0,988038.0,556169.0,602702.0,88673.0,E,2,7141539.0,0.5419135847329266
B2449500127_n01_LICRNA04_F02,F02,14,LIC498,plant,c1_t09,2/11/24,4:00,LICCIRC_02,LICRNA_04,2348499.0,558922.0,303728.0,378825.0,50322.0,F,2,4510875.0,0.5206304763488236
B2449500127_n01_LICRNA04_G02,G02,15,LIC499,plant,c1_t09,2/11/24,4:00,LICCIRC_02,LICRNA_04,2664390.0,798446.0,416242.0,458368.0,72471.0,G,2,5490361.0,0.4852850295272023
B2449500127_n01_LICRNA04_H02,H02,16,LIC500,plant,c1_t09,2/11/24,4:00,LICCIRC_02,LICRNA_04,355343.0,127718.0,49045.0,58249.0,9366.0,H,2,729335.0,0.4872150657791001
B2449500127_n01_LICRNA04_A03,A03,17,LIC505,plant,c1_t10,2/11/24,8:00,LICCIRC_02,LICRNA_04,837569.0,167831.0,76794.0,114197.0,14810.0,A,3,1425784.0,0.5874445217508403
B2449500127_n01_LICRNA04_B03,B03,18,LIC506,plant,c1_t10,2/11/24,8:00,LICCIRC_02,LICRNA_04,1240504.0,170725.0,104261.0,115346.0,15872.0,B,3,1359812.0,0.9122614008407044
B2449500127_n01_LICRNA04_C03,C03,19,LIC507,plant,c1_t10,2/11/24,8:00,LICCIRC_02,LICRNA_04,3002725.0,431799.0,240782.0,344579.0,48328.0,C,3,4164465.0,0.7210349948913005
B2449500127_n01_LICRNA04_D03,D03,20,LIC508,plant,c1_t10,2/11/24,8:00,LICCIRC_02,LICRNA_04,4187858.0,598331.0,438722.0,536688.0,74081.0,D,3,6210073.0,0.674365341599044
B2449500127_n01_LICRNA04_E03,E03,21,LIC509,plant,c1_t10,2/11/24,8:00,LICCIRC_02,LICRNA_04,8005308.0,1031434.0,685861.0,772170.0,113031.0,E,3,8955063.0,0.8939421196701799
B2449500127_n01_LICRNA04_F03,F03,22,LIC510,plant,c1_t10,2/11/24,8:00,LICCIRC_02,LICRNA_04,3310935.0,497118.0,322384.0,418190.0,53662.0,F,3,4685554.0,0.7066261534922018
B2449500127_n01_LICRNA04_G03,G03,23,LIC511,plant,c1_t10,2/11/24,8:00,LICCIRC_02,LICRNA_04,7384176.0,978870.0,813685.0,879936.0,118173.0,G,3,10109731.0,0.7304028168504186
B2449500127_n01_LICRNA04_H03,H03,24,LIC512,plant,c1_t10,2/11/24,8:00,LICCIRC_02,LICRNA_04,3278784.0,543333.0,350781.0,449631.0,60307.0,H,3,5249242.0,0.6246204690124784
B2449500127_n01_LICRNA04_A04,A04,25,LIC517,plant,c1_t11,2/11/24,12:00,LICCIRC_02,LICRNA_04,159792.0,21682.0,8808.0,13660.0,1605.0,A,4,176812.0,0.9037395651878831
B2449500127_n01_LICRNA04_B04,B04,26,LIC518,plant,c1_t11,2/11/24,12:00,LICCIRC_02,LICRNA_04,3812577.0,558587.0,256393.0,316348.0,43728.0,B,4,3808108.0,1.0011735486493556
B2449500127_n01_LICRNA04_C04,C04,27,LIC519,plant,c1_t11,2/11/24,12:00,LICCIRC_02,LICRNA_04,5947699.0,858332.0,500220.0,638836.0,83749.0,C,4,7590317.0,0.7835903296265492
B2449500127_n01_LICRNA04_D04,D04,28,LIC520,plant,c1_t11,2/11/24,12:00,LICCIRC_02,LICRNA_04,2559219.0,521084.0,339934.0,383413.0,55569.0,D,4,4575302.0,0.5593552075906684
B2449500127_n01_LICRNA04_E04,E04,29,LIC521,plant,c1_t11,2/11/24,12:00,LICCIRC_02,LICRNA_04,6388549.0,892281.0,685908.0,725343.0,99211.0,E,4,8468436.0,0.7543953806818638
B2449500127_n01_LICRNA04_F04,F04,30,LIC522,plant,c1_t11,2/11/24,12:00,LICCIRC_02,LICRNA_04,3289280.0,523685.0,338648.0,377108.0,52334.0,F,4,4446009.0,0.7398275622024157
B2449500127_n01_LICRNA04_G04,G04,31,LIC523,plant,c1_t11,2/11/24,12:00,LICCIRC_02,LICRNA_04,2511477.0,407248.0,265941.0,293709.0,40579.0,G,4,3501396.0,0.717278765383864
B2449500127_n01_LICRNA04_H04,H04,32,LIC524,plant,c1_t11,2/11/24,12:00,LICCIRC_02,LICRNA_04,4057563.0,770089.0,447577.0,513182.0,75444.0,H,4,6173749.0,0.6572283712862315
B2449500127_n01_LICRNA04_A05,A05,33,LIC529,plant,c1_t12,2/11/24,16:00,LICCIRC_02,LICRNA_04,2772501.0,979362.0,464093.0,794544.0,100828.0,A,5,10408148.0,0.26637793774646557
B2449500127_n01_LICRNA04_B05,B05,34,LIC530,plant,c1_t12,2/11/24,16:00,LICCIRC_02,LICRNA_04,2340118.0,806635.0,360097.0,470889.0,65034.0,B,5,5916911.0,0.39549656907126035
B2449500127_n01_LICRNA04_C05,C05,35,LIC531,plant,c1_t12,2/11/24,16:00,LICCIRC_02,LICRNA_04,2516593.0,548254.0,288323.0,383315.0,51146.0,C,5,4645125.0,0.5417707811953392
B2449500127_n01_LICRNA04_D05,D05,36,LIC532,plant,c1_t12,2/11/24,16:00,LICCIRC_02,LICRNA_04,2076100.0,674406.0,349159.0,528829.0,69174.0,D,5,6833966.0,0.30379138555854684
B2449500127_n01_LICRNA04_E05,E05,37,LIC533,plant,c1_t12,2/11/24,16:00,LICCIRC_02,LICRNA_04,1109751.0,581176.0,276225.0,365379.0,56299.0,E,5,4927195.0,0.22522977069103212
B2449500127_n01_LICRNA04_F05,F05,38,LIC534,plant,c1_t12,2/11/24,16:00,LICCIRC_02,LICRNA_04,3521361.0,721493.0,451614.0,580715.0,83323.0,F,5,7430792.0,0.4738877094124018
B2449500127_n01_LICRNA04_G05,G05,39,LIC535,plant,c1_t12,2/11/24,16:00,LICCIRC_02,LICRNA_04,1326480.0,430355.0,201940.0,346600.0,42948.0,G,5,4334287.0,0.30604341613741776
B2449500127_n01_LICRNA04_H05,H05,40,LIC536,plant,c1_t12,2/11/24,16:00,LICCIRC_02,LICRNA_04,1905788.0,578595.0,292285.0,440912.0,57899.0,H,5,5674241.0,0.3358665943163147
B2449500127_n01_LICRNA04_A06,A06,41,LIC541,plant,c1_t13,2/11/24,20:00,LICCIRC_02,LICRNA_04,311210.0,45073.0,12073.0,22426.0,3006.0,A,6,276662.0,1.1248743954717308
B2449500127_n01_LICRNA04_B06,B06,42,LIC542,plant,c1_t13,2/11/24,20:00,LICCIRC_02,LICRNA_04,744125.0,244748.0,92175.0,136120.0,18687.0,B,6,1825947.0,0.40752825793957875
B2449500127_n01_LICRNA04_C06,C06,43,LIC543,plant,c1_t13,2/11/24,20:00,LICCIRC_02,LICRNA_04,1429903.0,390383.0,207312.0,303896.0,39813.0,C,6,3802499.0,0.37604296542878773
B2449500127_n01_LICRNA04_D06,D06,44,LIC544,plant,c1_t13,2/11/24,20:00,LICCIRC_02,LICRNA_04,1368939.0,351395.0,139401.0,226979.0,30597.0,D,6,2885051.0,0.4744938650997851
B2449500127_n01_LICRNA04_E06,E06,45,LIC545,plant,c1_t13,2/11/24,20:00,LICCIRC_02,LICRNA_04,2970240.0,611645.0,317492.0,484324.0,64674.0,E,6,5995498.0,0.49541172393018895
B2449500127_n01_LICRNA04_F06,F06,46,LIC546,plant,c1_t13,2/11/24,20:00,LICCIRC_02,LICRNA_04,1373071.0,333503.0,172269.0,272196.0,38839.0,F,6,3506956.0,0.3915278663319414
B2449500127_n01_LICRNA04_G06,G06,47,LIC547,plant,c1_t13,2/11/24,20:00,LICCIRC_02,LICRNA_04,2196397.0,671278.0,361115.0,525267.0,68556.0,G,6,6906384.0,0.3180241643094273
B2449500127_n01_LICRNA04_H06,H06,48,LIC548,plant,c1_t13,2/11/24,20:00,LICCIRC_02,LICRNA_04,1980460.0,646981.0,329598.0,542799.0,80999.0,H,6,7248564.0,0.27322101315515734
B2449500127_n01_LICRNA04_A07,A07,49,LIC577,plant,c2_t01,3/1/24,20:00,LICCIRC_03,LICRNA_04,15115790.0,602181.0,3109.0,4502.0,3007.0,A,7,369572.0,40.90079876181096
B2449500127_n01_LICRNA04_B07,B07,50,LIC578,plant,c2_t01,3/1/24,20:00,LICCIRC_03,LICRNA_04,1243371.0,278343.0,155543.0,184715.0,26774.0,B,7,2378242.0,0.5228109670924994
B2449500127_n01_LICRNA04_C07,C07,51,LIC579,plant,c2_t01,3/1/24,20:00,LICCIRC_03,LICRNA_04,2284290.0,320964.0,248631.0,277579.0,38414.0,C,7,3407278.0,0.6704149177143749
B2449500127_n01_LICRNA04_D07,D07,52,LIC580,plant,c2_t01,3/1/24,20:00,LICCIRC_03,LICRNA_04,3481386.0,632874.0,373544.0,451382.0,64021.0,D,7,5716593.0,0.6089966523766867
B2449500127_n01_LICRNA04_E07,E07,53,LIC581,plant,c2_t01,3/1/24,20:00,LICCIRC_03,LICRNA_04,1815897.0,409579.0,275114.0,313115.0,41304.0,E,7,3997560.0,0.45425134331942485
B2449500127_n01_LICRNA04_F07,F07,54,LIC582,plant,c2_t01,3/1/24,20:00,LICCIRC_03,LICRNA_04,2479054.0,522600.0,242658.0,387883.0,52847.0,F,7,4957774.0,0.5000336844721038
B2449500127_n01_LICRNA04_G07,G07,55,LIC583,plant,c2_t01,3/1/24,20:00,LICCIRC_03,LICRNA_04,1332982.0,298538.0,182244.0,236779.0,31888.0,G,7,2963086.0,0.4498627444495367
B2449500127_n01_LICRNA04_H07,H07,56,LIC584,plant,c2_t01,3/1/24,20:00,LICCIRC_03,LICRNA_04,2104988.0,577096.0,313622.0,400968.0,60740.0,H,7,5214880.0,0.4036503236891357
B2449500127_n01_LICRNA04_A08,A08,57,LIC589,plant,c2_t02,3/2/24,0:00,LICCIRC_03,LICRNA_04,4920269.0,841234.0,469604.0,780655.0,112493.0,A,8,9951912.0,0.49440439183947765
B2449500127_n01_LICRNA04_B08,B08,58,LIC590,plant,c2_t02,3/2/24,0:00,LICCIRC_03,LICRNA_04,9024796.0,2198801.0,1128518.0,1468277.0,204156.0,B,8,18970159.0,0.4757364448025976
B2449500127_n01_LICRNA04_C08,C08,59,LIC591,plant,c2_t02,3/2/24,0:00,LICCIRC_03,LICRNA_04,4126481.0,751221.0,419102.0,504606.0,75922.0,C,8,6258331.0,0.6593580620775731
B2449500127_n01_LICRNA04_D08,D08,60,LIC592,plant,c2_t02,3/2/24,0:00,LICCIRC_03,LICRNA_04,3333803.0,724283.0,519201.0,606066.0,91502.0,D,8,7491771.0,0.4449953155268627
B2449500127_n01_LICRNA04_E08,E08,61,LIC593,plant,c2_t02,3/2/24,0:00,LICCIRC_03,LICRNA_04,3974490.0,603347.0,329327.0,448755.0,65672.0,E,8,5583421.0,0.7118377783083167
B2449500127_n01_LICRNA04_F08,F08,62,LIC594,plant,c2_t02,3/2/24,0:00,LICCIRC_03,LICRNA_04,2741818.0,410845.0,334316.0,339175.0,52020.0,F,8,4274363.0,0.6414565164446726
B2449500127_n01_LICRNA04_G08,G08,63,LIC595,plant,c2_t02,3/2/24,0:00,LICCIRC_03,LICRNA_04,2350312.0,693002.0,405999.0,464941.0,71639.0,G,8,5945662.0,0.3952986227605942
B2449500127_n01_LICRNA04_H08,H08,64,LIC596,plant,c2_t02,3/2/24,0:00,LICCIRC_03,LICRNA_04,1798879.0,381963.0,265920.0,349974.0,47224.0,H,8,4334680.0,0.41499695479251064
B2449500127_n01_LICRNA04_A09,A09,65,LIC601,plant,c2_t03,3/2/24,4:00,LICCIRC_03,LICRNA_04,3994491.0,1020024.0,488261.0,743529.0,95733.0,A,9,9404152.0,0.4247582344479332
B2449500127_n01_LICRNA04_B09,B09,66,LIC602,plant,c2_t03,3/2/24,4:00,LICCIRC_03,LICRNA_04,1346056.0,363381.0,137854.0,210441.0,29262.0,B,9,2683552.0,0.5015949010863214
B2449500127_n01_LICRNA04_C09,C09,67,LIC603,plant,c2_t03,3/2/24,4:00,LICCIRC_03,LICRNA_04,3504922.0,990799.0,539908.0,631569.0,84049.0,C,9,7851084.0,0.4464252324901886
B2449500127_n01_LICRNA04_D09,D09,68,LIC604,plant,c2_t03,3/2/24,4:00,LICCIRC_03,LICRNA_04,1904438.0,559033.0,282031.0,360684.0,54907.0,D,9,4589175.0,0.4149848284277675
B2449500127_n01_LICRNA04_E09,E09,69,LIC605,plant,c2_t03,3/2/24,4:00,LICCIRC_03,LICRNA_04,2394251.0,752551.0,390916.0,554484.0,75404.0,E,9,7015026.0,0.3413032253907541
B2449500127_n01_LICRNA04_F09,F09,70,LIC606,plant,c2_t03,3/2/24,4:00,LICCIRC_03,LICRNA_04,2288417.0,611805.0,275841.0,375618.0,55146.0,F,9,4874910.0,0.46942753814942223
B2449500127_n01_LICRNA04_G09,G09,71,LIC607,plant,c2_t03,3/2/24,4:00,LICCIRC_03,LICRNA_04,3171103.0,773964.0,364034.0,566865.0,84656.0,G,9,7332168.0,0.43249186325245137
B2449500127_n01_LICRNA04_H09,H09,72,LIC608,plant,c2_t03,3/2/24,4:00,LICCIRC_03,LICRNA_04,1063896.0,385486.0,174917.0,212215.0,30335.0,H,9,2678449.0,0.39720599496200976
B2449500127_n01_LICRNA04_A10,A10,73,LIC613,plant,c2_t04,3/2/24,8:00,LICCIRC_03,LICRNA_04,911373.0,500210.0,196164.0,276973.0,36669.0,A,10,3641244.0,0.2502916585650399
B2449500127_n01_LICRNA04_B10,B10,74,LIC614,plant,c2_t04,3/2/24,8:00,LICCIRC_03,LICRNA_04,1042673.0,491224.0,239362.0,351024.0,49471.0,B,10,4526116.0,0.23036815671538247
B2449500127_n01_LICRNA04_C10,C10,75,LIC615,plant,c2_t04,3/2/24,8:00,LICCIRC_03,LICRNA_04,3362733.0,874506.0,591104.0,714030.0,101900.0,C,10,8596421.0,0.3911782589521849
B2449500127_n01_LICRNA04_D10,D10,76,LIC616,plant,c2_t04,3/2/24,8:00,LICCIRC_03,LICRNA_04,1814939.0,522470.0,271244.0,324479.0,49386.0,D,10,4047429.0,0.4484177486498219
B2449500127_n01_LICRNA04_E10,E10,77,LIC617,plant,c2_t04,3/2/24,8:00,LICCIRC_03,LICRNA_04,2796771.0,721308.0,308987.0,515762.0,73236.0,E,10,6451515.0,0.43350608345481645
B2449500127_n01_LICRNA04_F10,F10,78,LIC618,plant,c2_t04,3/2/24,8:00,LICCIRC_03,LICRNA_04,1447741.0,338034.0,176272.0,192430.0,29762.0,F,10,2317273.0,0.6247606561678317
B2449500127_n01_LICRNA04_G10,G10,79,LIC619,plant,c2_t04,3/2/24,8:00,LICCIRC_03,LICRNA_04,1733878.0,453183.0,220774.0,239693.0,38615.0,G,10,2983553.0,0.5811453659445635
B2449500127_n01_LICRNA04_H10,H10,80,LIC620,plant,c2_t04,3/2/24,8:00,LICCIRC_03,LICRNA_04,1876435.0,682526.0,301674.0,338062.0,51008.0,H,10,4124004.0,0.45500319592318533
B2449500127_n01_LICRNA04_A11,A11,81,LIC625,plant,c2_t05,3/2/24,12:00,LICCIRC_03,LICRNA_04,6519601.0,1665496.0,821938.0,1164443.0,163858.0,A,11,14541401.0,0.4483475147958577
B2449500127_n01_LICRNA04_B11,B11,82,LIC626,plant,c2_t05,3/2/24,12:00,LICCIRC_03,LICRNA_04,1604755.0,320562.0,194213.0,193837.0,28150.0,B,11,2324838.0,0.6902653002058639
B2449500127_n01_LICRNA04_C11,C11,83,LIC627,plant,c2_t05,3/2/24,12:00,LICCIRC_03,LICRNA_04,2704730.0,396843.0,337638.0,356801.0,52397.0,C,11,4191247.0,0.6453282280905898
B2449500127_n01_LICRNA04_D11,D11,84,LIC628,plant,c2_t05,3/2/24,12:00,LICCIRC_03,LICRNA_04,890088.0,251917.0,106741.0,145987.0,21557.0,D,11,1769248.0,0.5030883177485576
B2449500127_n01_LICRNA04_E11,E11,85,LIC629,plant,c2_t05,3/2/24,12:00,LICCIRC_03,LICRNA_04,2066545.0,361901.0,350034.0,317017.0,48704.0,E,11,3800237.0,0.5437937160235007
B2449500127_n01_LICRNA04_F11,F11,86,LIC630,plant,c2_t05,3/2/24,12:00,LICCIRC_03,LICRNA_04,595099.0,202066.0,118042.0,131971.0,19007.0,F,11,1582544.0,0.37603946556936174
B2449500127_n01_LICRNA04_G11,G11,87,LIC631,plant,c2_t05,3/2/24,12:00,LICCIRC_03,LICRNA_04,1531763.0,346130.0,275666.0,267626.0,40273.0,G,11,3121151.0,0.4907686299060827
B2449500127_n01_LICRNA04_H11,H11,88,LIC632,plant,c2_t05,3/2/24,12:00,LICCIRC_03,LICRNA_04,407181.0,284510.0,34749.0,79403.0,9453.0,H,11,965333.0,0.42180366774988526
B2449500127_n01_LICRNA04_A12,A12,89,LIC637,plant,c2_t06,3/2/24,16:00,LICCIRC_03,LICRNA_04,6115011.0,894061.0,886242.0,830883.0,112723.0,A,12,9482094.0,0.6449009048001423
B2449500127_n01_LICRNA04_B12,B12,90,LIC638,plant,c2_t06,3/2/24,16:00,LICCIRC_03,LICRNA_04,4887189.0,1119907.0,615881.0,665510.0,99630.0,B,12,8145686.0,0.5999726726515114
B2449500127_n01_LICRNA04_C12,C12,91,LIC639,plant,c2_t06,3/2/24,16:00,LICCIRC_03,LICRNA_04,3158060.0,532776.0,480617.0,473827.0,63180.0,C,12,5309439.0,0.5948010703202353
B2449500127_n01_LICRNA04_D12,D12,92,LIC640,plant,c2_t06,3/2/24,16:00,LICCIRC_03,LICRNA_04,3683779.0,669927.0,579120.0,634455.0,94073.0,D,12,7589546.0,0.4853754098071215
B2449500127_n01_LICRNA04_E12,E12,93,LIC641,plant,c2_t06,3/2/24,16:00,LICCIRC_03,LICRNA_04,1604732.0,307847.0,248710.0,254268.0,35462.0,E,12,2868917.0,0.5593511419117388
B2449500127_n01_LICRNA04_F12,F12,94,LIC642,plant,c2_t06,3/2/24,16:00,LICCIRC_03,LICRNA_04,2279211.0,470930.0,347737.0,313143.0,48361.0,F,12,3742922.0,0.6089389519738856
